312.5858485524531, 386.9244202782025, 201.11377890771547
312.59676664772275, 386.92341513280724, 201.1140191805958
312.60234764721804, 386.9264990857835, 201.11486959964094
312.58886493821035, 386.919158659133, 201.1130280474694
312.59210705489403, 386.92353405901804, 201.11309162975434
312.59815781381815, 386.92658084009724, 201.1149111286837
312.5996864704403, 386.92494154179695, 201.1149612917709
312.6037355312937, 386.9263041281324, 201.11511469318253
312.6059844046408, 386.9275017923295, 201.11571490625187
312.6063605834044, 386.92768822592075, 201.11599396015077
312.60451740783157, 386.9285309447035, 201.1164063931311
312.60451740783157, 386.9285309447035, 201.1164063931311
312.6063080624818, 386.92818005271243, 201.11639819939668
312.60462345869007, 386.92512202328754, 201.1152624306718
312.60513356705906, 386.9273250219146, 201.11544869472604
312.6070042853376, 386.92824513418026, 201.1161641554038
312.6074966090662, 386.9272159658737, 201.11602639120457
312.60761377614836, 386.9207561084932, 201.11371966869729
312.6078794398295, 386.9246506807327, 201.1137830900149
312.60638484405814, 386.9259743574137, 201.11493188629532
312.60606960442504, 386.9259350209063, 201.11520184895556
312.6073910306742, 386.9261098631956, 201.11522662635784
312.5845106013955, 386.92223916155467, 201.11394347974894
312.5904880586578, 386.92148190847143, 201.1129637656611
312.5962893320076, 386.92551389494963, 201.11419266845252
312.6023392590736, 386.927206787642, 201.11545532928756
312.60522627394363, 386.92802133776854, 201.11609260327796
312.6065155829081, 386.92700781764796, 201.11589845419365
312.60752361732614, 386.92598845337506, 201.1153269717833
312.60658453228183, 386.92553894540595, 201.11502084323362
312.60748544535164, 386.92662668753053, 201.11530328856554
312.60750260743214, 386.92685329541126, 201.11561149240964
312.60663013129783, 386.92625271961026, 201.11542181842808
312.6075508128571, 386.9275532327622, 201.11575883379749
312.60744087866584, 386.9275855392089, 201.11596818108106
312.6069750839338, 386.9240973423555, 201.11485445012264
312.6074100994451, 386.92108759030475, 201.1131945001877
312.6081199468536, 386.92359039318427, 201.1134679721858
312.6074856094985, 386.92550789942453, 201.11460270212032
312.6073871414997, 386.9259680425811, 201.11507511555692
312.60777824001616, 386.92725910573995, 201.11559715128215
312.60748472097407, 386.91482885394225, 201.11170359354188
312.6073156525463, 386.921436844919, 201.11158529707618
312.60786456492906, 386.92434615009194, 201.11377403921463
312.6079958149701, 386.9257308533173, 201.11475172816773
312.6077471121387, 386.9236832564887, 201.11439701802897
312.6081851640602, 386.91972198110506, 201.11267671049893
312.6082252109374, 386.9237501220644, 201.11320868654101
312.6069511634573, 386.9245080857127, 201.11434211867004
312.6079726806595, 386.9253739509336, 201.11465998873868
312.60743586291966, 386.92307375928016, 201.1140910985506
312.6076839147466, 386.92599152624905, 201.11460086985014
312.60555696317, 386.92551595655823, 201.11508718549248
312.6052705993376, 386.9255042947229, 201.11490944982657
312.6068537447837, 386.9274737661076, 201.11559643546565
312.60676370199866, 386.92774533523334, 201.11602549854618
312.6072156188788, 386.92767118385984, 201.11605344760682
312.60796128110553, 386.9267061228217, 201.11574996938066
312.6083359199541, 386.92657240588136, 201.1155543860487
312.57554507472184, 386.9098623370435, 201.10993812909732
312.58953327930436, 386.9199239414344, 201.11016770574176
312.5990157948187, 386.9238746996096, 201.11333782846958
312.6038003991025, 386.92482255047656, 201.1144055856763
312.58161710611097, 386.9250891169663, 201.11464892676173
312.5863002456609, 386.90639376307996, 201.10848429022272
312.58374702030403, 386.8921026793235, 201.10029767413494
312.58628123116307, 386.91006071554034, 201.1035856861391
312.5967273169906, 386.91191156686926, 201.10759242308006
312.60266220620775, 386.89675321822557, 201.102840086107
312.605102355733, 386.9127940573365, 201.10533550527117
312.6062515688088, 386.9092654955813, 201.10713188324067
312.6067785483398, 386.9192817709248, 201.10984194063178
312.6072265721408, 386.9159081191026, 201.11057402719172
312.6066931574408, 386.92023528022514, 201.11137419991132
312.6065080421335, 386.9194379596751, 201.11196205074106
312.60561865370994, 386.9224272020391, 201.11280190984854
312.6013147780768, 386.9049313149676, 201.10749570013178
312.603952318928, 386.91452216398125, 201.10744182248496
312.6059942530219, 386.91657503636617, 201.10993133447383
312.6065374196055, 386.8723874252129, 201.09556952707436
312.60562129478757, 386.8956035331296, 201.09511927122614
312.606559601295, 386.90160771861514, 201.10142804491417
312.57893937999245, 386.9077282172584, 201.10457531782453
312.5847363069168, 386.911201647712, 201.10680293448712
312.5942271177848, 386.9191246035585, 201.11011874033687
312.5664227566745, 386.92223412246244, 201.11264061497724
312.583332717517, 386.9250054563521, 201.11416657868293
312.59051397197493, 386.92717965207436, 201.11541220663082
312.5885995611893, 386.92459114692133, 201.1149545642854
312.59330048072815, 386.92560927263986, 201.11481905800403
312.5978386637439, 386.9258105323077, 201.11501044972903
312.6021213716724, 386.92222522796425, 201.11384948403207
312.6016356995972, 386.91748037056476, 201.11165263740156
312.60438225529276, 386.92031729367164, 201.11171966158898
312.60646468461204, 386.92455211715344, 201.11367730193334
312.60756393002623, 386.9242704406354, 201.1143288366599
312.5735392655446, 386.9263948349618, 201.11503257950108
312.5830160068992, 386.9211827278424, 201.1136838383433
312.5907531043833, 386.9210587038405, 201.11266001275644
312.59904844594666, 386.92110774447536, 201.11264644547265
312.60146684700504, 386.92448257362565, 201.1138044833316
312.6047462483434, 386.92669718742957, 201.1151402943968
312.605758180969, 386.92673321120975, 201.11555213216246
312.60732185277203, 386.9258977686452, 201.11533557812064
312.5693659543612, 386.9236474157074, 201.11444502253264
312.57990897865, 386.9242716646075, 201.1141608402025
312.59297576205887, 386.9266205794906, 201.11508098261422
312.573761545017, 386.9238003658735, 201.11457035057884
