starting tracking 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,186.06607,30.94635,1185.6825,1,205.90437,65.57138,1252.8319,,78.11205265,1,200.01169,97.61757,1253.5182,,32.59068853,1,164.62036,58.77674,1268.7578,1,248.2515,72.540985,1236.906,,90.54368659,1,159.65979,123.26217,1267.535,1,229.33167,136.13202,1240.8739,,75.70084646,1,161.03384,196.74875,1271.1821,1,230.31999,214.82787,1210.8245,1,136.6463,69.016846,1439.4463,1,265.4561,104.00065,1143.3738,1,117.60988,120.712654,1306.8181,1,274.94925,144.41548,1017.55286
1,186.06607,30.94635,1185.6825,1,205.90437,65.57138,1252.8319,,78.11205265,1,200.01169,97.61757,1253.5182,,34.19982787,1,164.62036,58.77674,1268.7578,1,248.2515,72.540985,1236.906,,90.54368659,1,159.65979,123.26217,1267.535,1,229.33167,136.13202,1240.8739,,75.70084646,1,161.03384,196.74875,1271.1821,1,230.31999,214.82787,1210.8245,1,136.6463,69.016846,1439.4463,1,265.4561,104.00065,1143.3738,1,117.60988,120.712654,1306.8181,1,274.94925,144.41548,1017.55286
1,185.47766,30.184052,1176.608,1,204.8554,62.410744,1266.658,,97.58616185,1,198.89679,96.03629,1268.5143,,34.19982787,1,166.96161,56.944283,1291.5027,1,244.26544,68.09595,1241.8132,,92.57045004,1,159.58157,123.5752,1292.4003,1,227.50757,135.7633,1248.341,,81.8762064,1,162.7249,198.5834,1276.3804,1,230.77655,214.56857,1212.9215,1,136.89316,73.73287,1461.7494,1,259.86786,102.37274,1181.288,1,120.35481,125.205795,1334.4462,1,279.0852,136.45139,972.15546
1,185.26434,30.162476,1182.9043,1,209.52567,58.67244,1268.2778,,93.22051643,1,200.84833,92.5555,1277.8606,,36.26552137,1,177.36748,51.79265,1294.2567,1,243.02884,65.83997,1242.299,,84.90196691,1,160.44542,117.69332,1313.8506,1,225.48901,134.52014,1261.0361,,85.45865598,1,165.62294,197.72496,1314.4366,1,229.37479,212.77892,1220.8916,1,141.70361,75.726715,1457.5172,1,255.14459,97.95545,1229.5135,1,122.30389,125.952126,1369.3639,1,259.08252,139.38976,1086.9332
1,185.07916,30.583511,1204.8794,1,210.74242,57.17231,1269.7876,,74.69030441,1,200.59201,89.8134,1293.6981,,41.71550779,1,180.76279,48.86051,1289.6819,1,241.6764,65.74872,1249.8933,,74.6914467,1,161.52548,112.090775,1337.9783,1,221.01416,130.73714,1297.239,,74.47335457,1,166.59003,196.09695,1328.4486,1,225.46854,209.8693,1226.4637,1,144.1582,76.81133,1469.6906,1,252.8637,96.89214,1257.6803,1,124.06843,129.9065,1393.2892,1,252.0022,137.8834,1117.6478
1,185.32909,29.921104,1200.37,1,209.5893,56.740967,1275.9712,,83.80575328,1,199.62006,88.7831,1305.9551,,45.00131434,1,180.1326,48.47358,1294.4617,1,239.91226,65.25147,1257.4807,,72.26824824,1,161.03697,110.26141,1355.2197,1,220.0108,128.77971,1316.6582,,72.85485119,1,163.4089,192.3485,1346.647,1,219.73288,206.56326,1261.0095,1,144.7502,76.87933,1483.5667,1,251.13235,96.879425,1271.8552,1,125.47075,131.4879,1405.2124,1,248.48978,140.05971,1133.7787
1,185.21783,29.655708,1200.2177,1,205.85147,53.17827,1290.2329,,95.29844833,1,197.24156,86.37824,1326.4803,,49.90233026,1,178.65459,46.84764,1299.2582,1,233.43153,59.598083,1281.2076,,59.06700528,1,160.36055,110.61968,1372.8448,1,218.24858,125.11198,1352.6107,,63.01166225,1,162.20546,192.30374,1343.9187,1,218.0278,199.68124,1317.4348,1,144.69643,76.80299,1490.372,1,250.65228,97.19539,1276.9739,1,125.7754,131.37755,1416.8734,1,246.4486,141.95804,1153.4653
1,184.77553,30.100227,1214.5563,1,205.13167,49.447495,1315.9355,,105.1971074,1,197.03369,83.54055,1347.3014,,47.02906933,1,177.54694,43.646454,1327.3643,1,233.19972,55.35019,1304.5068,,61.29171775,1,160.8317,109.4697,1391.0914,1,218.29453,122.81519,1366.243,,64.01188888,1,161.01443,191.00623,1349.8807,1,217.16391,197.1585,1341.5189,1,144.08473,75.94496,1504.3052,1,249.53793,97.9998,1285.8103,1,126.347,129.70714,1422.7953,1,244.3713,144.76097,1163.3212
1,184.92456,30.048409,1224.3722,1,202.08104,49.894188,1330.2622,,109.0912089,1,195.78802,82.69708,1366.9277,,49.59829346,1,171.11356,44.76123,1338.1471,1,233.41782,55.08835,1322.3773,,65.09344678,1,161.2687,108.69407,1411.2792,1,218.69328,118.93437,1395.9073,,60.32198142,1,160.68437,189.80707,1354.8083,1,216.49936,191.39203,1390.1545,1,142.77689,75.91272,1536.9259,1,249.96992,98.59331,1310.8771,1,126.30975,127.22549,1415.8204,1,244.77441,148.57776,1184.8497
1,185.28564,30.75563,1245.0745,1,198.05116,53.58914,1341.1597,,99.58259556,1,194.25981,86.38139,1374.9998,,47.2742886,1,162.5031,50.35836,1347.4296,1,233.93317,56.85027,1334.8898,,72.8124054,1,162.1736,114.768845,1414.1162,1,219.34172,120.44906,1403.5635,,58.41077182,1,163.42174,191.15144,1354.8937,1,217.20178,193.15097,1412.3871,1,140.5647,74.9906,1551.138,1,251.87729,98.42516,1335.0381,1,125.36354,124.38208,1407.5673,1,246.33704,151.78046,1195.5724
