starting tracking 1
1.0,152.20837,19.251305,1681.984,1.0,151.74985,52.932327,1822.6143,1.0,150.13571,84.78807,1786.3892,1.0,125.168945,52.266228,1830.3495,1.0,178.55733,53.604095,1814.879,1.0,129.2023,117.280655,1755.5405,1.0,167.82587,118.64858,1744.7876,1.0,132.35011,183.73386,1773.6073,1.0,166.23344,187.67352,1731.2976,1.0,109.31677,91.380936,1800.7864,1.0,189.66743,94.99664,1810.6796,1.0,96.04248,129.078,1588.2549,1.0,204.90283,139.64952,1650.5198,
1.0,152.01123,24.114128,1682.9879,1.0,152.19899,51.28305,1835.5709,1.0,150.68666,83.63156,1792.1971,1.0,125.35245,50.21215,1835.1903,1.0,179.0344,52.3535,1835.9515,1.0,130.0738,116.83551,1748.5664,1.0,168.11925,118.333595,1749.0803,1.0,132.38249,184.5814,1761.5056,1.0,167.30493,187.42535,1733.3491,1.0,110.23837,88.70332,1798.6526,1.0,189.989,96.31557,1804.1659,1.0,97.508606,125.876465,1586.662,1.0,205.68137,142.48859,1650.7816,
1.0,152.96199,25.93612,1676.9198,1.0,151.83276,51.72312,1828.3772,1.0,150.71623,83.75502,1788.624,1.0,124.21231,50.93875,1828.1583,1.0,179.44661,52.5073,1828.5961,1.0,130.81482,116.71646,1748.7289,1.0,168.28003,117.769745,1749.0128,1.0,132.99069,185.35263,1757.2692,1.0,167.89262,186.86847,1730.9537,1.0,110.5311,88.94259,1791.0227,1.0,190.09091,95.407234,1804.3024,1.0,99.70977,126.71295,1571.8273,1.0,205.83006,142.58145,1663.4894,
1.0,153.17451,26.136856,1674.4806,1.0,152.14987,51.754196,1823.7316,1.0,151.23257,83.60176,1786.1724,1.0,124.35072,51.155716,1824.1869,1.0,179.9629,52.35296,1823.2762,1.0,131.47643,116.40175,1748.9084,1.0,169.08167,117.23331,1748.3179,1.0,133.685,185.63416,1753.8795,1.0,168.53923,186.80353,1731.3875,1.0,111.19408,89.88846,1781.0812,1.0,190.97444,93.24012,1798.0934,1.0,101.90498,127.04825,1564.9718,1.0,206.54024,142.46852,1667.419,
1.0,152.69939,25.928589,1668.2657,1.0,155.17143,52.44861,1810.8313,1.0,154.01553,84.56047,1780.0686,1.0,127.955,51.84436,1815.3491,1.0,182.524,53.055878,1806.3135,1.0,135.89029,117.324646,1752.0186,1.0,169.80025,118.28034,1746.5933,1.0,136.04083,185.77509,1746.2579,1.0,168.88646,187.83653,1731.0803,1.0,111.7377,89.9473,1776.7095,1.0,191.65811,94.47216,1800.1055,1.0,103.56378,126.87779,1561.8507,1.0,206.58531,144.83075,1672.466,
1.0,152.77063,25.889328,1665.6316,1.0,157.28903,53.198425,1801.9799,1.0,155.42322,84.939,1774.8771,1.0,129.86237,51.988304,1807.464,1.0,184.88313,54.41593,1796.4957,1.0,136.20775,116.77734,1751.1255,1.0,170.8578,118.55403,1744.4231,1.0,136.33069,186.61517,1743.5109,1.0,169.13182,187.91515,1731.5957,1.0,112.45802,91.45502,1765.5789,1.0,194.47177,97.165405,1800.9331,1.0,105.14699,125.22842,1556.5197,1.0,206.13947,144.27771,1670.6754,
1.0,154.47002,23.874535,1663.3417,1.0,158.27211,53.4133,1795.6003,1.0,156.52043,85.334854,1770.7021,1.0,130.58072,52.264206,1801.0531,1.0,186.13222,54.56938,1790.1476,1.0,138.42554,117.37516,1748.9207,1.0,171.07033,118.961525,1742.6873,1.0,137.05682,186.58195,1738.4363,1.0,169.45036,188.25706,1732.1036,1.0,113.24247,92.20297,1760.1401,1.0,195.77763,97.68054,1801.0533,1.0,107.169205,126.384445,1546.8304,1.0,205.87541,144.57521,1671.6571,
1.0,158.80507,19.291672,1662.4789,1.0,158.96709,53.326355,1787.8762,1.0,156.88872,85.23091,1766.4489,1.0,131.30896,51.794006,1791.8438,1.0,186.74825,54.865532,1783.9087,1.0,138.0965,116.9093,1747.3531,1.0,171.46667,118.93136,1742.6898,1.0,137.21579,186.49422,1721.5281,1.0,170.70276,188.07602,1730.7572,1.0,113.74487,91.86171,1757.171,1.0,196.49896,98.05373,1802.3293,1.0,108.30304,126.419495,1546.9353,1.0,205.71704,144.81412,1669.5343,
1.0,158.33212,16.613441,1676.3307,1.0,158.95433,52.773697,1782.363,1.0,157.20262,85.04718,1763.2657,1.0,131.21994,51.452682,1785.0562,1.0,186.77267,54.098694,1779.6699,1.0,139.23805,117.199425,1745.7047,1.0,171.61555,118.856834,1742.6322,1.0,137.42435,186.52158,1722.3466,1.0,171.25784,188.0379,1731.9866,1.0,114.01869,92.00589,1755.4382,1.0,196.44415,96.965256,1802.5161,1.0,108.86258,125.94663,1552.2351,1.0,206.121,144.0236,1665.0516,
1.0,157.31557,14.784653,1685.2148,1.0,158.76706,52.346184,1782.9639,1.0,157.2956,84.77813,1763.8855,1.0,131.07628,51.263954,1785.5299,1.0,186.53766,53.43154,1780.3978,1.0,139.75911,117.238045,1746.2604,1.0,171.8515,118.60173,1743.3539,1.0,138.66974,183.38028,1740.1643,1.0,171.68687,187.91019,1732.6045,1.0,114.22142,91.8654,1754.6272,1.0,196.56296,96.21195,1802.3275,1.0,110.08068,125.26466,1548.183,1.0,206.67595,142.6536,1652.1151,
1.0,157.22765,14.250374,1693.9751,1.0,158.80777,51.932663,1782.3994,1.0,157.5673,84.544,1763.566,1.0,131.39894,51.007843,1784.0027,1.0,186.26595,52.859154,1780.7961,1.0,140.07037,117.27662,1745.6617,1.0,172.54703,118.44274,1743.8036,1.0,138.38506,184.67322,1734.9127,1.0,172.25117,187.5966,1732.7554,1.0,115.10132,91.48125,1752.3209,1.0,196.69582,95.419106,1803.339,1.0,109.10985,124.54242,1539.4727,1.0,207.7657,141.80779,1632.3175,
1.0,157.29462,14.188881,1699.5414,1.0,158.93741,51.946472,1782.223,1.0,157.49161,84.45116,1762.9685,1.0,131.5761,50.86686,1784.1189,1.0,186.357,53.028397,1780.3271,1.0,139.47691,116.97889,1744.8347,1.0,172.57208,118.36939,1742.5933,1.0,138.23106,185.12292,1733.5803,1.0,172.52625,187.65012,1732.4185,1.0,114.710045,91.38182,1754.7504,1.0,195.87885,95.18555,1805.5598,1.0,108.36719,123.38217,1527.1047,1.0,209.68503,137.82428,1616.6743,
1.0,157.71689,13.684586,1701.291,1.0,159.01784,51.857452,1781.058,1.0,157.60953,84.32445,1761.3253,1.0,131.57143,50.706017,1781.1077,1.0,186.46579,53.00895,1781.0083,1.0,139.74275,116.836945,1741.6217,1.0,172.59637,118.21742,1741.5636,1.0,138.23131,185.25516,1733.1809,1.0,172.18953,187.69476,1731.5317,1.0,114.52836,91.41281,1756.0814,1.0,196.32709,94.912766,1806.727,1.0,105.77362,117.70218,1519.0806,1.0,214.24646,133.47517,1579.3551,
1.0,156.25307,11.655334,1733.4243,1.0,158.62526,51.493233,1781.306,1.0,157.73866,82.49208,1759.906,1.0,130.99307,50.73207,1781.1976,1.0,186.25409,52.25431,1781.4144,1.0,139.14276,113.7693,1738.4382,1.0,174.51636,114.73882,1738.5737,1.0,138.98775,182.73416,1741.5978,1.0,172.37376,184.45546,1746.7249,1.0,114.01627,91.487915,1756.632,1.0,197.19077,93.26631,1810.2725,1.0,101.12041,107.32032,1513.3607,1.0,220.47197,121.3557,1545.6084,
1.0,157.14742,11.978806,1724.3864,1.0,158.3116,51.30018,1782.847,1.0,157.69585,82.22131,1763.0446,1.0,130.33029,50.79151,1783.1805,1.0,186.30338,51.80903,1782.5135,1.0,138.9801,113.50862,1743.4529,1.0,175.15646,114.18139,1743.0312,1.0,139.18791,180.37128,1749.4049,1.0,171.06543,184.82996,1733.7454,1.0,110.6499,88.03199,1770.7445,1.0,199.98245,91.31412,1807.437,1.0,94.34407,97.37548,1486.2853,1.0,226.21944,108.537506,1518.121,
1.0,158.33221,12.301163,1721.3301,1.0,158.20421,51.350006,1784.2495,1.0,157.35678,82.532104,1767.1328,1.0,130.31401,50.78527,1787.3547,1.0,186.19164,51.91671,1781.1443,1.0,138.38806,113.886505,1751.9922,1.0,174.63843,114.762825,1748.04,1.0,138.98114,180.55145,1748.4855,1.0,168.37146,189.39575,1738.8234,1.0,108.04017,85.01941,1794.2506,1.0,201.61212,90.953705,1803.575,1.0,87.96573,81.51445,1484.4722,1.0,232.54413,91.74226,1507.7672,
1.0,159.099,13.036552,1719.6328,1.0,158.23447,51.305458,1785.0015,1.0,156.6975,83.568756,1765.7119,1.0,130.38428,50.11743,1786.7274,1.0,186.13855,52.49578,1783.2755,1.0,136.4639,115.70634,1747.5537,1.0,173.81345,117.384285,1745.291,1.0,137.51923,184.47513,1737.9567,1.0,170.25449,190.23825,1737.9276,1.0,107.41152,82.46594,1802.5951,1.0,204.2628,90.22251,1801.9978,1.0,84.48974,64.07835,1483.7535,1.0,237.12892,75.00755,1502.2388,
1.0,159.55513,13.694908,1718.3627,1.0,157.98795,51.059822,1785.347,1.0,156.45108,83.45934,1766.9779,1.0,129.99936,49.914238,1787.9166,1.0,186.05722,52.208702,1782.7775,1.0,136.46088,115.72353,1750.2645,1.0,173.33792,117.35717,1746.953,1.0,137.50525,186.71658,1754.0321,1.0,170.03334,189.66447,1741.6244,1.0,101.13195,80.466034,1797.2258,1.0,209.84442,86.96065,1788.2638,1.0,81.77947,51.34378,1497.6163,1.0,239.52983,57.926548,1507.6127,
